customer_id,signup_date,region,acquisition_channel,account_type,age,gender,risk_score,credit_score,email,phone
C107042,2022-04-11,KL,IOS Store,Standard ,36.0,M,0.215,546.0,user107042@ inbox.io,+6012222437
C107043,2022-08-20,Sabah,Offline  Event,PRM,20.0,M,0.244,768.0,user107043@corp.co,+6012884907
C107044,2021-03-28,Ho Chi Minh City,web,Premium ,38.0,M,0.405,,user107044@inbox.io,+6010546364
C107045,2023-02-03,Saigon,App store,premium,28.0,,0.26,756.0,user107045@example.com,+6016122521
C107046,2023-08-23,Sarawak, Offline  Event,PRM,32.0,M,0.064,693.0,user107046@example.com,+6015806983
C107047,2024-12-13,bangkok,partner,Plus ,31.0,Other,0.321,707.0,user107047@example.com,+6018127419
C107048,2025-02-17,selangor,WEB ,plus,22.0,M,0.286,707.0,user107048@example.com,+6018904463
C107049,2024-09-17,sarawak,App store,STD,23.0,M,0.072,654.0,user107049@mail.com,+6015539124
C107050,2024-08-04,Saigon,web,Premium ,40.0,M,0.402,641.0,user107050@ inbox.io,+6019106747
C107051,2021-04-25,Ho Chi Minh City,ADs,PRM,35.0,F,0.213,658.0,user107051@inbox.io,+6012859606
C107052,2022-09-20,KL,paid ads,plus,40.0,M,0.141,592.0,user107052@inbox.io,+6018799033
C107053,2022-05-11,johor,IOS Store,standard,35.0,M,0.055,651.0,user107053@mail.com,+6019201498
C107054,2023-04-28,Ho Chi Minh City,IOS Store,PRM,33.0,M,0.397,638.0,user107054@example.com,+6017154663
C107055,2022-02-28,Johor,Offline  Event,Standard ,18.0,M,0.468,590.0,user107055@inbox.io,+6018631527
C107056,2021-04-01,SABAH,app-store,plus,30.0,,0.331,708.0,user107056@mail.com,+6018112239
C107057,2023-03-14,sarawak,partnership,PRM,32.0,F,0.319,680.0,user107057@corp.co,+6017949496
C107058,2023-05-14,Ho Chi Minh City,Offline  Event,Standard ,48.0,M,0.271,695.0,user107058@corp.co,+6012388891
C107059,2025-09-07,SELANGOR ,website,STD,37.0,F,0.392,722.0,user107059@example.com,+6012165035
C107060,2022-07-01,kuala-lumpur,paid ads,PLS,44.0,F,0.555,,user107060@example.com,+6017445511
C107061,2021-05-12,Pulau Pinang,Ads,premium,37.0,F,0.05,624.0,user107061@mail.com,+6013118691
C107062,2025-02-18, selangor, Paid Ads,premium,26.0,M,0.137,698.0,user107062@example.com,+6018826122
C107063,2021-03-03,singapore ,offline,Plus ,33.0,M,0.154,505.0,user107063@mail.com,+6017584371
C107064,2021-06-21,Saigon,Referral ,PLS,34.0,M,0.127,674.0,user107064@inbox.io,+6012258882
C107065,2021-09-18,SELANGOR ,referral,Premium ,24.0,F,0.182,726.0,user107065@corp.co,+6016975134
C107066,2023-09-03,Johor,Partnership,plus,29.0,F,0.137,743.0,user107066@inbox.io,6019544281
C107067,2023-07-15,Penang,Partnership ,Premium ,,M,0.535,648.0,user107067@mail.com,+6016566609
C107068,2021-07-17,penang,IOS Store,PRM,45.0,F,0.262,546.0,user107068@corp.co,+6013392427
C107069,2024-06-18,MNL,Referal,PRM,18.0,F,0.122,522.0,user107069@mail.com,+6019430411
C107070,2024-02-04,Sarawak, Paid Ads ,Plus ,42.0,F,0.112,718.0,user107070@inbox.io,+6018830249
C107071,2021-10-08,JKT,offline,Premium ,25.0,M,0.168,659.0,user107071@corp.co,+6016165057
C107072,2024-05-18,Johor ,WEB ,plus,21.0,F,0.296,801.0,user107072@inbox.io,+6011872596
C107073,2022-03-13,Kuala  Lumpur,Referal,PRM,41.0,M,0.223,595.0,user107073@mail.com,+6015849245
C107074,2023-01-04,manila,IOS Store,premium,38.0,F,0.28,701.0,user107074@mail.com,+6010146983
C107075,2021-12-14,HCMC,ADs,PRM,42.0,M,0.029,780.0,user107075@corp.co,+6018489644
C107076,2025-04-04,penang,Offline  Event,Standard ,38.0,M,0.368,692.0,user107076@example.com,+6018438280
C107077,2022-01-10,Johor ,paid ads,premium,48.0,F,0.416,584.0,user107077@corp.co,+6014703269
C107078,2025-06-10,sarawak,App store,PLS,36.0,F,0.499,846.0,user107078@mail.com,+6011846485
C107079,2025-06-20,Saigon,offline,premium,31.0,M,0.486,,user107079@mail.com,+6014823285
C107080,2023-02-22, Penang,WEB ,PLS,35.0,M,0.311,666.0,user107080@example.com,+6016467157
C107081,2025-03-23,Johor,App store,Standard ,42.0,F,0.512,729.0,user107081@corp.co,+6011557887
C107082,08/10/2021,Johor ,partner,PRM,26.0,F,0.025,730.0,user107082@inbox.io,+6017925982
C107083,2023-01-10,Bangkok,paid ads,PRM,27.0,F,0.121,719.0,user107083@mail.com,+6019276715
C107084,2022-01-15,Manila,WEB ,Standard ,30.0,Other,0.461,597.0,user107084@mail.com,+6011249927
C107085,2023-09-01,jakarta,App store,plus,18.0,M,0.258,699.0,user107085@mail.com,+6017168327
C107086,2023-10-21,Manila,Referral ,Plus ,33.0,F,0.517,768.0,user107086@corp.co,+6019993788
C107087,2024-04-26,kuala-lumpur,Partner ,Standard  ,18.0,F,0.19,710.0,user107087@example.com,+6015248648
C107088,2023-01-04,sarawak,ios store,STD,32.0,F,0.428,704.0,user107088@mail.com,+6016197245
C107089,2024-08-06,penang,App store,Standard ,39.0,M,0.372,648.0,user107089@corp.co,+6017228543
C107090,2022-11-09,Penang, Offline  Event,standard,28.0,F,0.211,626.0,user107090@example.com,+6018539301
C107091,2022-03-25,penang,website,standard,45.0,F,0.04,586.0,user107091@example.com,+6017163047
C107092,2021-11-28,Singapore, Paid Ads,Premium ,20.0,F,0.159,725.0,user107092@mail.com,+6019551209
C107093,2022-06-29,JKT,Referral ,PLS,42.0,F,0.201,667.0,user107093@inbox.io,+6018351982
C107094,2022-10-28,Kuala Lumpur ,Partnership,standard,37.0,F,0.474,600.0,user107094@inbox.io,+6017247133
C107095,2023-05-03,Singapore,Offline  Event,PLS,18.0,F,0.24,739.0,user107095@ example.com,+6010170986
C107096,27/09/2024,Kuala Lumpur ,offline,premium,54.0,M,0.266,645.0,user107096@corp.co,+6016367674
C107097,2024-06-22,Kuala  Lumpur,App store,PLS,31.0,M,0.325,629.0,user107097@corp.co,+6018783945
C107098,2023-03-02,singapore , Partnership,PRM,25.0,F,0.086,650.0,user107098@example.com,+6015372228
C107099,2021-06-23,Bangkok,APP-STORE,PLS,21.0,F,0.411,668.0,user107099@example.com,+6017182029
C107100,2025-03-04,Jakarta,Partner , Standard ,30.0,M,0.413,707.0,user107100@mail.com,+6013329392
C107101,2025-07-16,penang,web,PLS,31.0,F,0.64,627.0,user107101@example.com,+6012798253
C107102,2024-03-10,KL,Partnership,PRM,33.0,M,0.457,741.0,user107102@inbox.io,+6015680844
C107103,2021-12-17,Kuala Lumpur ,App store,PRM,30.0,M,0.437,709.0,user107103@mail.com,+6011835010
C107104,2023-09-11, selangor, Paid Ads,standard,37.0,F,0.429,649.0,user107104@inbox.io,+6019838858
C107105,2025-08-23,Singapore,offline  event,PRM,29.0,F,0.279,670.0,user107105@example.com,+6016318933
C107106,09/08/2024,Sarawak,website,Standard ,18.0,M,0.145,655.0,user107106@mail.com,+6014681310
C107107,2025-01-15,jakarta,WEB,plus,31.0,F,,684.0,user107107@inbox.io,+6011339199
C107108,2023-02-05,jakarta,Referal,plus,18.0,F,0.221,771.0,user107108@mail.com,6010984060
C107109,2023-05-13,Johor ,ADS,standard,35.0,Other,0.303,654.0,user107109@inbox.io,+6010418454
C107110,27/03/2022,SELANGOR , Paid Ads,STD,24.0,M,0.11,691.0,user107110@corp.co,+6013502578
C107111,02/02/2024, Saigon,offline,PRM,33.0,F,0.234,638.0,user107111@mail.com,+6012490064
C107112,2025-01-16,singapore-,Offline  Event,PLS,43.0,M,0.288,712.0,user107112@example.com,+6016694656
C107113,2024-02-17,Sabah ,Referral ,Plus ,,M,0.35,697.0,user107113@mail.com,+6011800661
C107114,16/08/2023,sabah,app-store,PLS,40.0,F,0.276,760.0,user107114@mail.com,+6015357688
C107115,2021-03-07,Bangkok,Partner ,PLS,29.0,F,0.323,630.0,user107115@example.com,+6019808662
C107116,2021-04-19,sarawak,IOS Store,PRM,46.0,M,0.135,721.0,user107116@corp.co,+6013108017
C107117,2021-06-19,Sabah,IOS Store,Plus ,29.0,Other,0.446,756.0,user107117@mail.com,+6015683645
C107118,2023-01-15,Johor,referral,plus,25.0,F,0.064,654.0,user107118@inbox.io,+6011665204
C107119,2023-02-25,Pulau Pinang,IOS Store,premium,37.0,F,0.123,672.0,user107119@inbox.io,+6017826545
C107120,2025-09-14,Johor, Paid Ads,Premium ,29.0,F,0.358,691.0,user107120@corp.co,+6016273317
C107121,10/04/2024,Johor ,offline,PLS,,M,0.301,666.0,user107121@inbox.io,+6014103471
C107122,2023-08-19,Jakarta,partner,plus,28.0,F,0.094,691.0,user107122@inbox.io,+6014549343
C107123,2024-02-02,Ho Chi Minh City,Referral ,STD,32.0,M,0.352,720.0,user107123@mail.com,+6016196837
C107124,2022-01-15,mnl,IOS Store,STD,43.0,F,0.162,673.0,user107124@inbox.io,+6010980101
C107125,2025-07-20,Sabah,Partner ,PRM,18.0,M,0.071,673.0,user107125@inbox.io,+6011136621
C107126,2023-01-05,Sarawak,WEB ,premium,32.0,M,0.134,696.0,user107126@mail.com,+6016819771
C107127,2024-10-06,Saigon,Ads,premium,37.0,F,0.091,656.0,user107127@example.com,+6011700505
C107128,2024-04-21,Ho Chi Minh City,Ads,standard,34.0,M,0.037,659.0,user107128@corp.co,+6015879409
C107129,2021-01-25,Johor ,website,Standard ,42.0,M,0.407,626.0,user107129@inbox.io,+6018998756
C107130,2024-05-05,sarawak,WEB ,PLS,31.0,F,0.116,677.0,user107130@inbox.io,+6011931483
C107131,2023-03-05,Kuala Lumpur ,paid ads,premium,31.0,F,0.348,707.0,user107131@corp.co,+6016196012
C107132,24/07/2023,Johor ,Offline  Event,STD,37.0,F,0.578,664.0,user107132@mail.com,+6018742115
C107133,2021-10-08,Sarawak,Offline  Event,PRM,33.0,M,0.044,634.0,user107133@example.com,+6013850421
C107134,02/01/2023,Sarawak,web,premium,29.0,,0.339,674.0,user107134@corp.co,+6012701806
C107135,14/07/2023,Singapore,paid ads,plus,36.0,M,0.248,704.0,user107135@mail.com,+6018551931
C107136,2022-10-16,SAIGON,ADs,PLS,27.0,F,0.167,688.0,user107136@inbox.io,+6015302351
C107137,2022-05-13,Bangkok,Partnership,STD,27.0,F,0.594,814.0,user107137@inbox.io,6016503607
C107138,2024-09-25,Selangor,Partnership,standard ,28.0,M,0.438,641.0,user107138@corp.co,+6011413460
C107139,2023-09-13,Selangor,ADs,plus,43.0,M,0.631,671.0,user107139@inbox.io,+6015118173
C107140,2024-06-16,kuala-lumpur,Referal,plus,18.0,M,0.232,727.0,user107140@corp.co,6011680307
C107141,2021-04-16,singapore ,offline,Premium ,35.0,M,0.409,,user107141@mail.com,+6011688704
C107142,2023-05-02,BKK,IOS Store,STD,32.0,M,0.204,796.0,user107142@inbox.io,+6017686242
C107143,06/09/2021,selangor ,App store,Premium ,19.0,F,0.279,680.0,user107143@corp.co,+6015159687
C107144,2025-03-08,Kuala Lumpur ,partner,Standard ,34.0,M,0.282,714.0,user107144@corp.co,+6013954062
C107145,2025-01-03,HCMC,offline,plus,36.0,F,0.556,681.0,user107145@example.com,+6017415425
C107146,2024-07-07,Pulau Pinang,website,premium,37.0,F,0.312,741.0,user107146@example.com,+6013503472
C107147,31/10/2023,Sabah,Offline  Event,Standard ,18.0,M,0.433,616.0,user107147@mail.com,+6011285391
C107148,05/08/2024,Saigon,Offline  Event,PRM,43.0,F,0.054,774.0,user107148@mail.com,+6015168789
C107149,08/11/2021,Sarawak ,WEB ,STD,26.0,F,0.135,694.0,user107149@inbox.io,+6014274126
C107150,14/05/2022,KL,WEB  ,STD,37.0,M,0.277,720.0,user107150@corp.co,+6016202243
C107151,2023-03-22,penang,partner,standard,38.0,F,0.151,636.0,user107151@mail.com,+6018732287
C107152,23/04/2025,johor,OFFLINE,PLS,25.0,M,0.533,700.0,user107152@inbox.io,+6011236768
C107153,2021-07-26,Ho Chi Minh City,paid ads,STD,37.0,F,0.498,622.0,user107153@inbox.io,+6014166454
C107154,2023-12-30,JKT,web,premium,29.0,F,0.369,751.0,user107154@corp.co,+6015954071
C107155,2024-07-31,HCMC,web,STD,18.0,F,0.108,603.0,user107155@mail.com,+6012170006
C107156,29/08/2025,Pulau Pinang,offline  event, plus,41.0,F,0.167,689.0,user107156@inbox.io,+6012184644
C107157,2023-10-13,bangkok,Offline    Event,Plus ,26.0,F,0.291,657.0,user107157@mail.com,+6019351797
C107158,2024-11-09,sarawak,Ads,STD,25.0,F,0.127,586.0,user107158@mail.com,+6013672853
C107159,2021-03-26,SELANGOR ,IOS Store,standard,,F,0.148,624.0,user107159@example.com,+6017316866
C107160,2021-06-11,sabah,partner,Plus ,34.0,M,0.323,707.0,user107160@example.com,+6010147306
C107161,2022-07-25,kuala-lumpur,offline,premium ,32.0,F,0.335,626.0,user107161@inbox.io,+6016140808
C107162,2024-10-09,sarawak,Partnership,PRM,36.0,M,0.393,640.0,user107162@mail.com,+6013781450
C107163,2022-02-27,Manila,ADs,Plus ,21.0,M,0.618,702.0,user107163@corp.co,+6012956435
C107164,2021-01-10,Johor ,ads,Plus ,26.0,F,0.385,735.0,user107164@corp.co,+6018718013
C107165,2024-05-29,Ho Chi Minh City,WEB ,standard,31.0,M,0.178,720.0,user107165@inbox.io,+6017731322
C107166,14/09/2022,sarawak,partner,Premium ,47.0,M,0.216,677.0,user107166@corp.co,+6015583466
C107167,2023-08-08,singapore , Paid Ads,PLS,31.0,F,0.459,693.0,user107167@corp.co,+6013590773
C107168,02/09/2023,Sabah,Ads,plus,,M,0.314,687.0,user107168@ mail.com,+6017485349
C107169,2021-09-13,Selangor,app-store,Premium ,32.0,M,0.331,618.0,user107169@inbox.io,+6016878029
C107170,2021-12-11,HCMC,app-store,Plus ,28.0,F,0.214,697.0,user107170@mail.com,+6014774698
C107171,06/05/2022,sarawak,WEB ,Standard ,30.0,F,0.381,617.0,user107171@inbox.io,+6011122686
C107172,2023-02-15,Sabah,offline,PLS,31.0,F,0.344,717.0,user107172@mail.com,+6018718971
C107173,2025-05-24,manila,paid ads,PRM,37.0,F,0.126,688.0,user107173@inbox.io,+6014487910
C107174,2022-02-09,Selangor, Paid Ads,standard,43.0,F,0.103,550.0,user107174@inbox.io,+6012133003
C107175,28/06/2024,singapore ,app-store,Standard ,35.0,F,0.413,,user107175@corp.co,+6017232531
C107176,2023-09-20,Pulau Pinang,Referal,premium,41.0,F,0.304,649.0,user107176@corp.co,+6015738608
C107177,2024-11-03,sarawak,app-store,STANDARD ,24.0,F,0.194,644.0,user107177@inbox.io,+6014880416
C107178,26/01/2025,JKT,Referal,PRM,29.0,F,0.405,737.0,user107178@corp.co,+6010302414
C107179,2022-02-19,Sarawak,Offline  Event,Premium ,26.0,M,0.13,670.0,user107179@example.com,+6017503975
C107180,2023-03-21,Kuala Lumpur ,offline,Plus ,35.0,M,0.077,716.0,user107180@corp.co,+6014712789
C107181,23/06/2022,Kuala  Lumpur,Referral ,PLS,29.0,M,0.045,641.0,user107181@example.com,+6014827867
C107182,2023-10-15,kuala-lumpur,Offline  Event,Premium ,38.0,F,0.241,728.0,user107182@mail.com,+6011302716
C107183,2023-05-26,johor,IOS Store,Premium  ,25.0,M,0.621,,user107183@ inbox.io,+6013124452
C107184,2022-09-10,Johor ,Offline  Event,STD,32.0,F,0.113,704.0,user107184@corp.co,+6019637430
C107185,2021-09-20,KL,website,STD,37.0,F,0.315,669.0,user107185@inbox.io,+6014867503
C107186,2024-07-11,manila, Paid Ads,Plus ,18.0,F,0.183,778.0,user107186@example.com,+6015478555
C107187,2024-02-17,Bangkok,Partner ,Plus ,49.0,M,0.155,792.0,user107187@corp.co,+6012848783
C107188,20/07/2022,Johor ,paid ads,PRM,30.0,F,0.433,548.0,user107188@example.com,+6012962792
C107189,2024-05-07,Ho Chi Minh City,App store,Premium ,18.0,M,0.311,736.0,user107189@mail.com,+6015439457
C107190,2024-03-18,johor,Referral ,plus,33.0,F,0.176,615.0,user107190@example.com,+6014751852
C107191,2022-11-29,selangor,paid ads,PLS,32.0,F,0.027,711.0,user107191@inbox.io,+6014948549
C107192,2021-03-06,Manila,Ads,premium,31.0,M,0.212,573.0,user107192@example.com,+6012277282
C107193,2021-03-13,singapore ,partner,premium,40.0,F,0.086,704.0,user107193@mail.com,+6018457693
C107194,2022-12-12,SG,Referral ,standard ,38.0,M,0.102,630.0,user107194@corp.co,+6011371849
C107195,2021-10-04,jakarta,WEB ,Premium ,34.0,Other,0.135,652.0,user107195@mail.com,6011346470
C107196,2024-12-07,HCMC,partner, plus,36.0,M,0.155,654.0,user107196@mail.com,+6016872184
C107197,2022-09-08,Singapore,Partnership,PLS,,M,0.519,636.0,user107197@mail.com,+6013255087
C107198,2023-03-25,MANILA,Offline  Event,PLS,46.0,M,0.289,638.0,user107198@example.com,+6015430613
C107199,2022-06-09,Bangkok,WEB ,PRM,20.0,M,0.282,656.0,user107199@corp.co,+6018911803
C107200,2021-06-04,selangor,paid ads,standard,33.0,F,0.569,671.0,user107200@corp.co,6016998381
C107201,2024-05-30,SG,Partnership,standard,33.0,F,0.401,699.0,user107201@inbox.io,+6011346619
C107202,2024-08-25,Bangkok,IOS Store,PLS,39.0,F,,792.0,user107202@corp.co,+6013870205
C107203,2023-03-20,Selangor,Referal,Standard ,25.0,M,0.48,623.0,user107203@mail.com,+6013784116
C107204,2022-04-09,Johor,Referal,premium,18.0,M,0.405,688.0,user107204@ inbox.io,+6013111314
C107205,2021-10-04,bangkok,Offline  Event,STD,33.0,F,0.46,,user107205@example.com,+6015548334
C107206,18/02/2024,singapore ,website,PLS,34.0,M,0.28,637.0,user107206@inbox.io,+6011946332
C107207,2022-06-13,Kuala Lumpur , web,Premium ,44.0,F,0.303,545.0,user107207@example.com,+6013213131
C107208,31/12/2021,sarawak,WEB ,STD,22.0,F,0.177,,user107208@example.com,+6011229862
C107209,2021-02-13,saigon,partner,Standard ,,M,0.322,547.0,user107209@mail.com,6013616577
C107210,2025-06-22,SG,Ads,Standard ,51.0,F,0.213,772.0,user107210@mail.com,+6012316672
C107211,13/09/2024,Pulau Pinang,paid ads,STD,29.0,F,0.185,,user107211@mail.com,+6016592173
C107212,10/11/2024,Pulau Pinang,Offline  Event,PLS,22.0,F,0.442,725.0,user107212@mail.com,+6019156748
C107213,16/03/2025,Saigon,Ads,Premium ,29.0,M,0.288,,user107213@example.com,+6018289173
C107214,2022-01-04,Sabah,website,Standard ,32.0,M,0.667,645.0,user107214@corp.co,+6011321565
C107215,29/11/2022,Selangor,Referral ,STD,37.0,M,0.163,818.0,user107215@corp.co,+6015861345
C107216,2022-09-24,Selangor,partner,STD,27.0,M,0.064,,user107216@example.com,+6012875990
C107217,2022-08-16,SG,Partner ,plus,44.0,M,0.423,676.0,user107217@example.com,+6012180118
C107218,2023-04-08,Sabah,Partner ,PRM,23.0,F,0.308,747.0,user107218@corp.co,+6011180317
C107219,2023-06-14,kuala-lumpur ,WEB ,Premium ,18.0,F,0.293,720.0,user107219@corp.co,+6011641651
C107220,2025-03-16,Johor,Offline  Event,Standard ,41.0,F,0.078,760.0,user107220@example.com,+6019131419
C107221,2024-04-02,selangor,partner,Standard ,18.0,M,0.019,764.0,user107221@mail.com,+6019675955
C107222,2022-02-09,kuala  lumpur,referral,STD,30.0,F,0.175,659.0,user107222@example.com,+6013794829
C107223,02/09/2024,Selangor, WEB ,PRM,57.0,M,0.251,691.0,user107223@ example.com,+6010632018
C107224,2022-10-04,SELANGOR ,paid ads,premium,32.0,F,0.515,625.0,user107224@mail.com,+6017713155
C107225,01/11/2022,kuala-lumpur,IOS Store,Plus ,23.0,Other,0.076,582.0,user107225@example.com,+6019323617
C107226,2023-05-30,BKK,IOS Store,standard,32.0,F,0.332,730.0,user107226@mail.com,+6013316646
C107227,2022-08-12,sabah,Referal,Standard ,32.0,Other,0.095,737.0,user107227@inbox.io,+6010730279
C107228,2024-07-23,manila,Offline  Event,premium,33.0,F,0.271,561.0,user107228@inbox.io,+6011297387
C107229,2022-07-15,BKK,WEB ,plus,37.0,M,0.693,637.0,user107229@example.com,+6018944551
C107230,2024-06-23,Bangkok,IOS Store,Premium ,24.0,M,0.238,683.0,user107230@example.com,+6019186463
C107231,2022-03-30,KL,web,Standard ,46.0,M,0.096,689.0,user107231@corp.co,+6019689572
C107232,2021-03-31,johor,offline,STD,34.0,M,0.13,803.0,user107232@mail.com,+6016961860
C107233,21/06/2023,JKT,Partnership,premium,38.0,F,0.262,642.0,user107233@example.com,+6010269578
C107234,2023-03-25,SG ,App store,STD,27.0,M,0.141,670.0,user107234@inbox.io,+6010894965
C107235,2023-01-02,Sabah ,web,Plus ,42.0,F,0.452,719.0,user107235@corp.co,+6018260695
C107236,2024-11-02,HCMC,Offline  Event,STD,30.0,M,0.361,659.0,user107236@example.com,+6018691189
C107237,2023-02-11,BKK,app-store ,Plus ,34.0,M,0.606,650.0,user107237@example.com,+6016789059
C107238,23/02/2024,Sabah ,app-store,PLS,25.0,Other,0.196,645.0,user107238@ example.com,+6018766721
C107239,24/11/2024,bangkok,Referral , PRM,24.0,M,0.391,694.0,user107239@corp.co,+6011672103
C107240,24/09/2021,BKK,web,STD,38.0,F,0.194,669.0,user107240@inbox.io,+6011378886
C107241,2021-02-02,SELANGOR ,IOS Store,Premium ,28.0,F,0.255,721.0,user107241@example.com,+6013313834
C107242,2024-12-27,penang,App store,std,25.0,M,0.051,701.0,user107242@inbox.io,+6015775595
C107243,2022-02-18,sarawak,Partner-,Standard ,27.0,F,0.162,505.0,user107243@corp.co,+6018542140
C107244,2023-10-02,kuala-lumpur,Referal,Standard ,,M,0.486,575.0,user107244@inbox.io,6012668686
C107245,2024-05-20,Sarawak , Paid Ads,plus,,F,0.253,,user107245@ corp.co,6013487193
C107246,2022-10-22,Kuala Lumpur ,Partnership,Plus ,31.0,F,0.503,739.0,user107246@corp.co,+6018852700
C107247,2024-04-06,penang,web,premium,32.0,M,0.523,641.0,user107247@corp.co,+6018108775
C107248,2024-08-08,Sarawak,Partnership,Premium-,18.0,F,0.424,702.0,user107248@mail.com,+6015669115
C107249,2023-03-08,Bangkok,Ads,Standard ,20.0,M,0.605,716.0,user107249@inbox.io,+6018911107
C107250,2021-08-15,Kuala Lumpur ,Referral ,premium,35.0,F,0.323,712.0,user107250@mail.com,+6017609584
C107251,2021-10-24,Sabah ,App store,Plus ,26.0,F,0.224,647.0,user107251@mail.com,+6019556798
C107252,2025-09-27,singapore ,referral,premium,40.0,F,0.229,611.0,user107252@mail.com,6018137959
C107253,2021-07-02,johor,Referral-,Standard ,40.0,F,0.327,601.0,user107253@inbox.io,+6017527667
C107254,2021-06-11,Bangkok,Referral ,PRM,38.0,M,0.417,850.0,user107254@inbox.io,+6018618977
C107255,2023-11-01,Selangor,partner,premium,47.0,Other,0.274,707.0,user107255@example.com,+6019153976
C107256,2022-12-31,manila,paid ads,PRM,31.0,M,0.291,790.0,user107256@mail.com,+6012393050
C107257,2025-01-03,Sarawak,REFERAL,premium,37.0,F,0.347,630.0,user107257@inbox.io,+6014539066
C107258,2024-01-06,manila,WEB ,PLS,27.0,M,0.446,755.0,user107258@corp.co,+6014386656
C107259,2021-05-22,Singapore,app-store,STD,52.0,Other,0.145,651.0,user107259@inbox.io,6012309331
C107260,2021-01-17,Sarawak,Referral ,PRM,48.0,F,0.092,678.0,user107260@mail.com,+6015702803
C107261,2023-02-28,kuala-lumpur,website,PRM,32.0,F,0.452,663.0,user107261@mail.com,+6018857407
C107262,2025-04-17,MNL,referral,standard,35.0,M,0.136,627.0,user107262@inbox.io,+6016384994
C107263,2024-03-29,Kuala  Lumpur,Partner ,PLS,43.0,F,0.082,628.0,user107263@inbox.io,+6018386622
C107264,2023-07-29,sarawak, Paid Ads,premium,31.0,F,0.203,678.0,user107264@example.com,+6010824106
C107265,2024-05-11,selangor,App store,PRM,27.0,F,0.212,,user107265@inbox.io,+6019294787
C107266,2024-02-27,Jakarta,Offline  Event,standard,39.0,M,0.551,688.0,user107266@corp.co,+6017130703
C107267,2022-02-15,BKK,Referral ,PLS,33.0,F,0.418,630.0,user107267@mail.com,+6012704831
C107268,2021-05-08,Ho Chi Minh City, Paid Ads,Standard ,33.0,M,0.516,,user107268@mail.com,+6010946744
C107269,2022-07-12,SG,Partnership,STD,25.0,M,0.262,652.0,user107269@corp.co,+6017490743
C107270,2023-03-20, Penang,Referal,Premium ,18.0,,0.233,778.0,user107270@corp.co,6014251940
C107271,2022-06-12,sarawak,Referral ,PRM,34.0,M,0.235,677.0,user107271@inbox.io,+6012771579
C107272,2025-04-15,jakarta, web,premium,39.0,M,0.141,674.0,user107272@mail.com,+6014681355
C107273,12/03/2025,jakarta,Offline  Event,Plus ,30.0,M,0.141,776.0,user107273@inbox.io,+6019679288
C107274,2023-11-20,sarawak,App store,STD,43.0,M,0.248,650.0,user107274@mail.com,+6010195041
C107275,2024-12-25,sarawak,Referral ,Premium ,26.0,F,0.384,656.0,user107275@inbox.io,+6014586157
C107276,14/02/2022,singapore ,offline, PLS,24.0,F,0.473,638.0,user107276@mail.com,+6016667156
C107277,2021-10-06,Singapore,WEB ,Premium ,,M,0.456,692.0,user107277@inbox.io,+6019676806
C107278,2023-09-13,sabah,Partner ,Premium ,31.0,F,0.226,636.0,user107278@inbox.io,+6013964906
C107279,2025-07-06,sabah,Ads,Plus ,38.0,F,0.079,727.0,user107279@corp.co,+6016299467
C107280,2024-09-07,penang,Offline  Event,plus,26.0,F,0.544,677.0,user107280@corp.co,+6019891039
C107281,2022-03-17,Sabah,Referral ,plus,43.0,M,0.15,730.0,user107281@mail.com,6011452182
C107282,2023-03-21,Sabah ,Offline  Event,standard,48.0,M,0.303,724.0,user107282@inbox.io,+6019510668
C107283,2021-12-30,SELANGOR ,partner,standard,32.0,Other,0.128,649.0,user107283@inbox.io,+6015901773
C107284,01/09/2023,manila,referral,STD,42.0,M,0.477,636.0,user107284@mail.com,+6018493413
C107285,2021-05-18,Manila,web,Standard ,24.0,M,0.244,660.0,user107285@corp.co,+6016810031
C107286,2022-02-02,Manila,referral,PRM,41.0,M,0.329,,user107286@mail.com,+6018855416
C107287,31/03/2025,sabah,App store,STD,40.0,M,0.303,700.0,user107287@mail.com,+6011386422
C107288,2023-05-24,MNL,Referal,Plus ,39.0,Other,0.063,,user107288@mail.com,+6010918126
C107289,2024-01-26,Sabah,IOS Store,Premium ,32.0,,0.015,678.0,user107289@corp.co,+6013975454
C107290,2024-08-29,MNL,website,plus,18.0,F,0.378,639.0,user107290@inbox.io,+6014664946
C107291,2023-05-30,SG,partner,Standard ,27.0,Other,0.199,645.0,user107291@corp.co,+6014456918
C107292,2023-03-29, Kuala  Lumpur,website,Plus ,27.0,F,0.415,711.0,user107292@example.com,+6014440119
C107293,2023-03-31,Johor,Referral ,Plus ,24.0,M,0.212,641.0,user107293@corp.co,+6013541850
C107294,2025-05-26,kuala-lumpur,offline,PLS,33.0,M,0.119,714.0,user107294@corp.co,+6017694213
C107295,2023-08-31,JKT,Referral ,Plus ,29.0,F,0.44,716.0,user107295@corp.co,+6013783585
C107296,2024-09-15,Johor ,partner,Standard  ,25.0,M,0.762,772.0,user107296@inbox.io,+6012536829
C107297,2022-05-28,bangkok,Ads,Plus ,24.0,F,0.269,651.0,user107297@inbox.io,+6013328416
C107298,2023-09-08,Pulau Pinang,referral,Plus ,26.0,M,0.418,660.0,user107298@inbox.io,+6014461321
C107299,2025-03-07,Saigon,Offline  Event,standard,41.0,F,0.214,541.0,user107299@inbox.io,+6017161033
C107300,2022-04-15,Saigon,offline,plus,27.0,F,0.376,,user107300@example.com,+6018802069
